landmark_name,landmark_address
새마을전통시장,서울특별시 송파구 잠실동 205-15
새문안교회,서울특별시 종로구 새문안로 77 새문안교회
새싹작은도서관,서울특별시 서대문구 통일로27길 19 홍제1동 자치회관
새장골어린이공원,서울특별시 은평구 불광동 444-1
샘터화랑,서울특별시 서초구 고무래로8길 4(반포동)
생명과학박물관,서울특별시 양천구 목동 405-207
생명보험교육문화센터,서울특별시 종로구 새문안로5길 31 센터포인트 B/D 3층(도렴동)
생명의전화종합사회복지관,서울특별시 성북구 오패산로 21
샤로수길,서울특별시 관악구 봉천동
샤롯데씨어터,서울특별시 송파구 잠실동 40-1
샬트르성바오로수녀회역사박물관,서울특별시 중구 명동길 74-2
서갈현공원,서울특별시 은평구 갈현동 434-38
서강대교,서울특별시 영등포구 여의도동
서강대학교,서울특별시 마포구 신수동 1-1
서강대학교_가브리엘관,서울특별시 마포구 신수동 1-1
서강대학교_게페르트남덕우경제관,서울특별시 마포구 신수동 1-1
서강대학교_곤자가국제학사,서울특별시 마포구 신수동 1-1
서강대학교_김대건관,서울특별시 마포구 대흥동 22-60
서강대학교_떼이야르관,서울특별시 마포구 신수동 1-1
서강대학교_로욜라도서관1관,서울특별시 마포구 대흥동 1-1
서강대학교_로욜라도서관2관,서울특별시 마포구 신수동 1-1
서강대학교_리치과학관,서울특별시 마포구 대흥동 22-60
서강대학교_리치별관,서울특별시 마포구 신수동 1-1
서강대학교_마태오관,서울특별시 마포구 신수동 1-1
서강대학교_메리홀,서울특별시 마포구 신수동 1-1
서강대학교_바오로관,서울특별시 마포구 신수동 1-1
서강대학교_베르크만스우정원,서울특별시 마포구 신수동 1-1
서강대학교_본관,서울특별시 마포구 신수동 1-1
서강대학교_아담샬관,서울특별시 마포구 대흥동 1-1
서강대학교_알바트로스탑,서울특별시 마포구 신수동 1-1
서강대학교_엠마오관,서울특별시 마포구 신수동 1-1
서강대학교_예수회공동체,서울특별시 마포구 대흥동 1-1
서강대학교_이냐시오관,서울특별시 마포구 신수동 1-1
서강대학교_인공광합성연구센터,서울특별시 마포구 신수동 1-1
서강대학교_정하상관,서울특별시 마포구 신수동 1-1
서강대학교_천주교예수회센터,서울특별시 마포구 신수동 1-29
서강대학교_청년광장,서울특별시 마포구 신수동 1-1
서강대학교_최양업관,서울특별시 마포구 대흥동 1-1
서강대학교_토마스모어관,서울특별시 마포구 신수동 1-1
서강대학교_프란치스코관,서울특별시 마포구 대흥동 22-60
서강대학교_하비에르관,서울특별시 마포구 신수동 1-1
서강대학교_한국어교육센터,서울특별시 마포구 신수동 1-1
서경대학교,서울특별시 성북구 정릉동 산16-1
서경대학교_대일관,서울특별시 성북구 정릉동 산16-1
서경대학교_문예관,서울특별시 성북구 정릉동 산16-1
서경대학교_북악관,서울특별시 성북구 정릉동 산16-1
서경대학교_수인관,서울특별시 성북구 정릉동 산16-46
서경대학교_은주1관,서울특별시 성북구 정릉동 산16-1
서경대학교_은주2관,서울특별시 성북구 정릉동 산16-1
서경대학교_청운관,서울특별시 성북구 정릉동 산16-35
서경대학교_한림관,서울특별시 성북구 정릉동 산16-1
서경대학교_혜인관,서울특별시 성북구 정릉동 산16-1
서교예술실험센터,서울특별시 마포구 서교동 369-8
서달산수목학습원,서울특별시 동작구 흑석동 330
서대문구립이진아기념도서관,서울특별시 서대문구 현저동 101
서대문구청,서울특별시 서대문구 연희로 248 서대문구청
서대문독립공원,서울특별시 서대문구 현저동 101
서대문독립공원_3.1독립선언기념탑,서울특별시 서대문구 현저동 101
서대문독립공원_독립관,서울특별시 서대문구 현저동 101
서대문독립공원_방문자센터,서울특별시 서대문구 현저동 101
서대문독립공원_서재필동상,서울특별시 서대문구 현저동 101
서대문독립공원_순국선열추념탑,서울특별시 서대문구 현저동 101
서대문문화체육회관,서울특별시 서대문구 홍은동 산26-155
서대문소방서,서울특별시 서대문구 연희로 182 서대문소방서
서대문우체국,서울특별시 서대문구 성산로20길 9
서대문자연사박물관,서울특별시 서대문구 연희로32길 51(연희동)
서대문청소년수련관,서울특별시 서대문구 연희동 167-1
서대문형무소역사관,서울특별시 서대문구 현저동 101
서대문형무소역사관_공작사,서울특별시 서대문구 현저동 101
서대문형무소역사관_사형장,서울특별시 서대문구 현저동 101
서대문형무소역사관_한센병사,서울특별시 서대문구 현저동 101
서라벌고등학교,서울특별시 노원구 한글비석로5길 18 서라벌고등학교
서리풀공원,서울특별시 서초구 서초동 산165-4
서리풀청년아트갤러리,서울특별시 서초구 서초동 1451-95
서리풀청년아트센터,서울특별시 서초구 서초동 1583-10 104동 상가 3층
서빙고부군당,서울특별시 용산구 서빙고로59길 3-6
서서울어르신복지관,서울특별시 양천구 신월동 158-4
서서울예술교육센터,서울특별시 양천구 신월동 268-19
서소문성지역사박물관,서울특별시 중구 중림동 386
서소문역사공원,서울특별시 중구 칠패로 5
서울YMCA,서울특별시 종로구 종로 69 서울YMCA
서울가정법원,서울특별시 서초구 양재동 25-3
서울경모궁지,서울특별시 종로구 연건동 28-2
서울고려대학교중앙도서관,서울특별시 성북구 안암동5가 1-2
서울곰두리체육센터,서울특별시 송파구 오금동 51
서울과학고등학교,서울특별시 종로구 혜화로 63 서울과학고등학교
서울과학기술대학교,서울특별시 노원구 공릉동 172
서울과학기술대학교_대륙관,서울특별시 노원구 공릉동 172
서울과학기술대학교_무궁관,서울특별시 노원구 공릉동 172
서울과학기술대학교_미래관,서울특별시 노원구 공릉동 172
서울과학기술대학교_백주년기념관,서울특별시 노원구 공릉동 172
서울과학기술대학교_서울테크노파크,서울특별시 노원구 공릉동 172-3
서울과학기술대학교_아름관,서울특별시 노원구 공릉동 172
서울과학기술대학교_어학원,서울특별시 노원구 하계동 78-1
서울과학기술대학교_제2파워플랜트,서울특별시 노원구 공릉동 172
서울과학기술대학교_제2학생회관,서울특별시 노원구 공릉동 189
서울과학기술대학교_중앙도서관,서울특별시 노원구 하계동 172
서울과학기술대학교_체육관,서울특별시 노원구 공릉동 172
서울과학기술대학교_테크노큐브,서울특별시 노원구 공릉동 189
서울관상감관천대,서울특별시 종로구 원서동 206
서울광장,서울특별시 중구 태평로 2가 17-3
서울광진경찰서,서울특별시 광진구 구의동 254-32
서울광진경찰서교통센터,서울특별시 광진구 능동로 216 어린이대공원
서울교육대학교,서울특별시 서초구 서초동 1650
서울구벨기에영사관,서울특별시 관악구 남현동 1059-13
서울국가무형문화재전수회관,서울특별시 강남구 삼성동 112-2
서울국제고등학교,서울특별시 종로구 성균관로13길 40 서울국제고등학교
서울금성당,서울특별시 은평구 진관동
서울기록원,서울특별시 은평구 녹번동 7-1
서울남부지방검찰청,서울특별시 양천구 신정동 313-1
서울남부지방법원,서울특별시 양천구 신정동 313-1
서울남산국악당,서울특별시 중구 필동2가 84-1
서울남현동요지,서울특별시 관악구 남현동
서울논현동우체국,서울특별시 강남구 학동로 212 post ville
서울놀이마당,서울특별시 송파구 잠실동 47
서울대입구역(관악구청)1번출구,서울특별시 관악구 봉천동
서울대입구역(관악구청)4번출구,서울특별시 관악구 봉천동
서울대입구역(관악구청)5번출구,서울특별시 관악구 봉천동
서울대입구역(관악구청)6번출구,서울특별시 관악구 봉천동
서울대입구역(관악구청)8번출구,서울특별시 관악구 봉천동
서울대학교관악캠퍼스,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_CJ어학관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_CJ인터내셔널센터,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_건설환경공학부,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_건설환경종합연구소,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_경영대학,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_공과대학,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_관정도서관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_교수회관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_국가농림기상센터,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_국제대학원,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_규장각한국학연구원,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_노천강당,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_농업생명과학대학,서울특별시 관악구 신림동 194
서울대학교관악캠퍼스_대림국제관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_대학원교육연구동,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_두레문예관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_롯데국제관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_문화관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_미술대학,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_법과대학,서울특별시 관악구 신림동 산56
서울대학교관악캠퍼스_법학도서관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_보건대학원,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_복지관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_브라질문화원,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_사범대학,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_사회과학관,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_생명공학연구동,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_선형구조실험동,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_신소재공동연구소,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_약학대학,서울특별시 관악구 신림동 산56
서울대학교관악캠퍼스_언어교육원,서울특별시 관악구 신림동 산56-1
서울대학교관악캠퍼스_연구공원,서울특별시 관악구 봉천동 산4-8
서울대학교관악캠퍼스_연구공원본관,서울특별시 관악구 봉천동 산4-8
서울대학교관악캠퍼스_예술관콘서트홀,서울특별시 관악구 봉천동 산4-8
서울대학교관악캠퍼스_예술복합연구동,서울특별시 관악구 봉천동 산4-8
