landmark_name,landmark_address
서울대학교병원의학박물관,서울특별시 종로구 연건동 28-21
서울대학교연건캠퍼스,서울특별시 종로구 연건동 28-2
서울대학교연건캠퍼스_간연구소,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_간호대학,서울특별시 종로구 연건동 28-2
서울대학교연건캠퍼스_교육관,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_대한의원본관,서울특별시 종로구 연건동 28-21
서울대학교연건캠퍼스_바이오이종장기개발사업단연구실,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_연구관,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_의과대학,서울특별시 종로구 연건동 28-2
서울대학교연건캠퍼스_의과대학의생명연구원,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_의과학관,서울특별시 종로구 연건동 28-2
서울대학교연건캠퍼스_종합실습실,서울특별시 종로구 연건동 28-22
서울대학교연건캠퍼스_치의학대학원,서울특별시 종로구 연건동 28-2
서울대학교연건캠퍼스_학생관,서울특별시 종로구 연건동 28-22
서울대학교치과병원_치과의료기기중개임상시험센터,서울특별시 종로구 연건동 28-22
서울대한의원,서울특별시 종로구 연건동 28-2
서울도서관,서울특별시 중구 태평로1가 31
서울도시건축전시관,서울특별시 중구 태평로1가 60-6
서울돈화문국악당,서울특별시 종로구 와룡동 12-2
서울동대문닭한마리골목,서울특별시 종로구 종로40가길 14(종로5가)
서울동부지방법원,서울특별시 송파구 문정동 650
서울디자인창업센터,서울특별시 마포구 신촌로2길 19 코스테이션 서울디자인창업센터 3층~5층
서울명동성당,서울특별시 중구 명동2가 1-1
서울몽촌토성,서울특별시 송파구 방이동 88
서울무역전시컨벤션센터(SETEC),서울특별시 강남구 남부순환로 3104(대치동)
서울문화재단대학로연습실,서울특별시 종로구 동숭길 117
서울방이동고분군,서울특별시 송파구 방이동 125
서울번동창녕위궁재사,서울특별시 강북구 번동
서울복음교회,서울특별시 종로구 율곡로 264 서울복음교회
서울본부세관,서울특별시 강남구 언주로 721
서울살곶이다리,서울특별시 성동구 성수동
서울새활용플라자,서울특별시 성동구 자동차시장길 49(용답동)
서울색공원,서울특별시 영등포구 여의도동 8
서울생활사박물관,서울특별시 노원구 공릉동 622
서울서부지방검찰청,서울특별시 마포구 공덕동 105-1
서울서부지방법원,서울특별시 마포구 공덕동 105-1
서울성심병원,서울특별시 동대문구 왕산로 259 서울성심병원
서울숲,서울특별시 성동구 성수동1가 685-1
서울숲_곤충식물원,서울특별시 성동구 성수동1가 685-715
서울숲_정수식물원,서울특별시 성동구 성수동1가 676-1
서울숲여름캠핑장,서울특별시 성동구 뚝섬로 273
서울시립대종합사회복지관,서울특별시 중랑구 신내동 660
서울시립대학교,서울특별시 동대문구 전농동 694
서울시립대학교_100주년기념관,서울특별시 동대문구 휘경동 370
서울시립대학교_21세기관,서울특별시 동대문구 전농동 694
서울시립대학교_건설공학관,서울특별시 동대문구 전농동 694
서울시립대학교_건축구조실험동,서울특별시 동대문구 전농동 694
서울시립대학교_경농관,서울특별시 동대문구 전농동 694
서울시립대학교_과학기술관,서울특별시 동대문구 전농동 694
서울시립대학교_대강당,서울특별시 동대문구 전농동 694
서울시립대학교_미디어관,서울특별시 동대문구 전농동 694
서울시립대학교_미래관,서울특별시 동대문구 전농동 694
서울시립대학교_박물관,서울특별시 동대문구 전농동 90
서울시립대학교_배봉관,서울특별시 동대문구 전농동 694
서울시립대학교_법학관,서울특별시 동대문구 전농동 694
서울시립대학교_언무관,서울특별시 동대문구 전농동 694
서울시립대학교_웰니스센터,서울특별시 동대문구 전농동 694
서울시립대학교_음악관,서울특별시 동대문구 전농동 694
서울시립대학교_인문학관,서울특별시 동대문구 전농동 694
서울시립대학교_자연과학관,서울특별시 동대문구 전농동 694
서울시립대학교_자작마루,서울특별시 동대문구 전농동 694
서울시립대학교_전농관,서울특별시 동대문구 전농동 694
서울시립대학교_정보기술관,서울특별시 동대문구 전농동 694
서울시립대학교_제2공학관,서울특별시 동대문구 전농동 694
서울시립대학교_조형관,서울특별시 동대문구 전농동 694
서울시립대학교_창공관,서울특별시 동대문구 전농동 694
서울시립대학교_하늘못,서울특별시 동대문구 전농동 694
서울시립대학교_학생회관,서울특별시 동대문구 전농동 694
서울시립대학교_환경원예학과실험농장,서울특별시 동대문구 전농동 694
서울시립미술관,서울특별시 중구 서소문동 37
서울시립미술관_난지창작스튜디오,서울특별시 마포구 상암동 481-6
서울시립보라매청소년수련관,서울특별시 동작구 신대방동 722
서울시립북서울미술관,서울특별시 노원구 중계동 508
서울시립성동청소년수련관,서울특별시 성동구 행당동 7
서울시립수서청소년센터,서울특별시 강남구 수서동 749
서울식물원_방문자센터,서울특별시 강서구 마곡동 812
서울식물원_숲문화학교,서울특별시 강서구 마곡동 812
서울식물원_습지생태공원,서울특별시 강서구 마곡동 811-5
서울식물원_식물연구소,서울특별시 강서구 마곡동 812
서울식물원_어린이정원학교,서울특별시 강서구 마곡동 812
서울식물원_온실,서울특별시 강서구 마곡동 812
서울식물원_주제원,서울특별시 강서구 마곡동 812
서울식물원_호수공원,서울특별시 강서구 마곡동 811-3
서울신라호텔,서울특별시 중구 동호로 249번지
서울신림동민속순대타운,서울특별시 관악구 신림동 1640-31
서울아산병원,서울특별시 송파구 풍납2동 388-1
서울아트센터공평갤러리,서울특별시 종로구 인사동 15
서울암사동유적,서울특별시 강동구 암사동 139-2
서울약령시장,서울특별시 동대문구 제기동 1126-5
서울약령시한의약박물관,서울특별시 동대문구 제기동 1082
서울양천고성지,서울특별시 강서구 가양동 산4
서울어린이대공원_UN평화동산,서울특별시 광진구 능동 18
서울어린이대공원_고객안내센터,서울특별시 광진구 능동 18
서울어린이대공원_구의문,서울특별시 광진구 능동 18
서울어린이대공원_꿈마루,서울특별시 광진구 능동 18
서울어린이대공원_꿈틀꿈틀놀이터,서울특별시 광진구 능동 18
서울어린이대공원_놀이동산,서울특별시 광진구 능동 18
서울어린이대공원_능동숲속의무대,서울특별시 광진구 능동 18
서울어린이대공원_동물공연장,서울특별시 광진구 능동 18
서울어린이대공원_동물원,서울특별시 광진구 능동 18
서울어린이대공원_맘껏놀이터,서울특별시 광진구 능동 18
서울어린이대공원_맨발공원,서울특별시 광진구 능동 18
서울어린이대공원_모형땅굴,서울특별시 광진구 능동 18
서울어린이대공원_무지개분수,서울특별시 광진구 능동 18
서울어린이대공원_반려견놀이터,서울특별시 광진구 능동 18
서울어린이대공원_버섯마을,서울특별시 광진구 능동 18
서울어린이대공원_새싹마루,서울특별시 광진구 능동 18
서울어린이대공원_서울상상나라,서울특별시 광진구 능동 18
서울어린이대공원_소파방정환동상,서울특별시 광진구 능동 18
서울어린이대공원_수영장,서울특별시 광진구 능동 18
서울어린이대공원_순명비유강원석물,서울특별시 광진구 능동 18
서울어린이대공원_식물원,서울특별시 광진구 능동 18
서울어린이대공원_어린이땡땡마을,서울특별시 광진구 능동 18
서울어린이대공원_어린이헌장,서울특별시 광진구 능동 18
서울어린이대공원_열린무대,서울특별시 광진구 능동 18
서울어린이대공원_유관순동상,서울특별시 광진구 능동 18
서울어린이대공원_유모차대여소,서울특별시 광진구 능동 18
서울어린이대공원_을지문덕장군상,서울특별시 광진구 능동 18
서울어린이대공원_이승복어린이상,서울특별시 광진구 능동 18
서울어린이대공원_정문,서울특별시 광진구 능동 18
서울어린이대공원_테니스장,서울특별시 광진구 능동 18
서울어린이대공원_팔각당,서울특별시 광진구 능동 18
서울어린이대공원_풋살장,서울특별시 광진구 능동 18
서울어린이대공원_희망마루,서울특별시 광진구 능동 18
서울어린이대공원놀이동산_디노기차,서울특별시 광진구 능동 18
서울어린이대공원놀이동산_슈퍼바이킹,서울특별시 광진구 능동 18
서울어린이대공원동물원_꼬마동물마을,서울특별시 광진구 능동 18
서울어린이대공원동물원_들새마을,서울특별시 광진구 능동 18
서울어린이대공원동물원_맹수마을,서울특별시 광진구 능동 18
서울어린이대공원동물원_물새장,서울특별시 광진구 능동 18
서울어린이대공원동물원_바다동물관,서울특별시 광진구 능동 18
서울어린이대공원동물원_사슴마을,서울특별시 광진구 능동 18
서울어린이대공원동물원_열대동물관,서울특별시 광진구 능동 18
서울어린이대공원동물원_원숭이마을,서울특별시 광진구 능동 18
서울어린이대공원동물원_초식동물마을,서울특별시 광진구 능동 18
서울어린이대공원정문주차장,서울특별시 광진구 능동 18
서울여성공예센터더아리움,서울특별시 노원구 동일로174길 27
서울여성플라자,서울특별시 동작구 대방동 345-1
서울여자간호대학,서울특별시 서대문구 홍제동 287-89
서울여자대학교_50주년기념관,서울특별시 노원구 공릉동 126
서울여자대학교_고명우기념관,서울특별시 노원구 공릉동 126
서울여자대학교_삼각숲,서울특별시 노원구 공릉동 126
서울여자대학교_조형예술관,서울특별시 노원구 공릉동 126
서울역,서울특별시 용산구 한강대로 405(동자동) 서울역
서울역사박물관,서울특별시 종로구 신문로2가 2-1
서울역센트럴자이,서울특별시 중구 만리재로 175
서울역한라비발디센트럴아파트,서울특별시 중구 만리재로 177
서울연구원,서울특별시 서초구 서초동 391
서울영동교회,서울특별시 강남구 논현로132길 18
서울원각사지십층석탑,서울특별시 종로구 종로2가
서울월드컵경기장,서울특별시 마포구 성산동 515-39
서울월드컵경기장_보조경기장,서울특별시 마포구 성산동 497-4
서울웨스틴조선호텔,서울특별시 중구 소공로 106
서울의릉,서울특별시 성북구 석관동 409
서울장애인종합복지관,서울특별시 강동구 고덕동 317-24
서울적십자병원,서울특별시 종로구 평동 164
서울중구문화원,서울특별시 중구 장교동 1
서울중앙교회예닮골,서울특별시 강남구 봉은사로18길 49
서울중앙시장,서울특별시 중구 황학동 442
서울창업디딤터,서울특별시 노원구 동일로174길 27
서울창의예술교육센터,서울특별시 은평구 응암동 334-12
서울창전동공민왕사당,서울특별시 마포구 창전동 42-27
서울창포원_늘푸름원,서울특별시 도봉구 도봉동 4-1
서울창포원_붓꽃원,서울특별시 도봉구 도봉동 4-1
서울창포원_완충녹지대,서울특별시 도봉구 도봉동 4-1
서울창포원_책읽는언덕,서울특별시 도봉구 도봉동 4-1
서울창포원_천이관찰원,서울특별시 도봉구 도봉동 4-1
서울태릉과강릉,서울특별시 노원구 공릉동 산223-19
서울트릭아이뮤지엄,서울특별시 마포구 서교동 357-1
서울특별시교육청강동도서관,서울특별시 강동구 길동 362
서울특별시교육청강서도서관,서울특별시 강서구 등촌동 520-6
서울특별시교육청개포도서관,서울특별시 강남구 개포동 139
서울특별시교육청과학전시관,서울특별시 관악구 낙성대로 101(봉천동)
서울특별시교육청과학전시관_생태학습관,서울특별시 관악구 봉천동 234-1
서울특별시교육청과학전시관_천문대,서울특별시 관악구 봉천동 35-5
서울특별시교육청과학전시관남산분관,서울특별시 중구 회현동1가 산1-2
서울특별시교육청교육연구정보원,서울특별시 중구 회현동 100-177
서울특별시교육청노원평생학습관,서울특별시 노원구 동일로204길 13(중계동)
서울특별시교육청도봉도서관,서울특별시 도봉구 쌍문동 422-163
서울특별시교육청서대문도서관,서울특별시 서대문구 연희동 1-116
서울특별시교육청송파도서관,서울특별시 송파구 오금동 51
서울특별시교육청양천도서관,서울특별시 양천구 목동 905
서울특별시교육청어린이도서관,서울특별시 종로구 사직동 1-28
서울특별시교육청영등포평생학습관,서울특별시 영등포구 당산동 121-22
서울특별시교육청종로도서관,서울특별시 종로구 사직동 1-28
서울특별시데이터센터,서울특별시 서초구 서초동 393-1
서울특별시동부공원녹지사업소,서울특별시 동작구 여의대방로20길 33 보라매 테니스장사무실
서울특별시립청소년일시쉼터,서울특별시 용산구 만리재로 156-1
서울특별시보라매병원,서울특별시 동작구 보라매로5길 20 서울특별시보라매병원
서울특별시서부여성발전센터,서울특별시 양천구 신월동 139-1
서울특별시서울의료원,서울특별시 중랑구 신내로 156 서울의료원
서울특별시의회,서울특별시 중구 서소문동 37
서울특별시인재개발원_본관,서울특별시 서초구 서초동 391
서울특별시청,서울특별시 중구 세종대로 110
서울풍물시장,서울특별시 동대문구 신설동 109-5
서울한양도성,서울특별시 종로구 옥인6길 26-17
서울함공원,서울특별시 마포구 마포나루길 407(망원동)
서울행정법원,서울특별시 서초구 양재동 25-3
서울혁신파크SeMA창고,서울특별시 은평구 녹번동 5-30
서울혁신파크_극장동,서울특별시 은평구 녹번동 5-29
서울혁신파크_맛동,서울특별시 은평구 녹번동 5-29
서울혁신파크_미래청,서울특별시 은평구 녹번동 5-29
서울혁신파크_예술동,서울특별시 은평구 녹번동 5-29
서울혁신파크_우드파크,서울특별시 은평구 녹번동 7
서울혁신파크_재생동,서울특별시 은평구 녹번동 115
서울혁신파크_제작동,서울특별시 은평구 녹번동 산1-89
서울혁신파크_참여동,서울특별시 은평구 녹번동 5-29
서울혁신파크_청년청,서울특별시 은평구 녹번동 5-29
서울혜화동우체국,서울특별시 종로구 혜화로 1
서일대학교,서울특별시 중랑구 면목동 49-3
서초구립반포도서관,서울특별시 서초구 반포동 32-12
서초구민체육센터,서울특별시 서초구 반포동 114-3
서초구민회관,서울특별시 서초구 강남대로 201
서초구청,서울특별시 서초구 남부순환로 2584 서초구청
서초문화예술공원,서울특별시 서초구 양재동 200
서초문화예술회관,서울특별시 서초구 양재동 25
석관신동아파밀리에,서울특별시 성북구 화랑로 210-26
석천문화관,서울특별시 종로구 성균관로17길 11
석촌동고분군,서울특별시 송파구 석촌동 61-6번지
석촌동백제초기적석총,서울특별시 송파구 석촌동
석촌역사거리,서울특별시 송파구 송파동
석촌호수,서울특별시 송파구 잠실동 47
선농단역사문화관(서울),서울특별시 동대문구 무학로44길 38(제기동)
선돌극장,서울특별시 종로구 혜화로5길 5
선릉,서울특별시 강남구 선릉로100길 1
선유도공원,서울특별시 영등포구 당산동 1
선유도공원_녹색기둥의정원,서울특별시 영등포구 양화동 95
선유도공원_바람의언덕,서울특별시 영등포구 양화동 95
선유도공원_방문자안내소,서울특별시 영등포구 당산동 1
선유도공원_선유마당,서울특별시 영등포구 양화동 95
선유도공원_선유정,서울특별시 영등포구 양화동 95
선유도공원_수생식물원,서울특별시 영등포구 양화동 95
선유도공원_수질정화원,서울특별시 영등포구 당산동 1
선유도공원_온실,서울특별시 영등포구 당산동 1
선유도공원_원형소극장,서울특별시 영등포구 양화동 95
선유도공원_자생습초지,서울특별시 영등포구 양화동 52-1
선유도공원_전망대,서울특별시 영등포구 양화동 52-1
선유도공원_환경계류,서울특별시 영등포구 당산동 1
선유도공원_환경교실,서울특별시 영등포구 양화동 95
선유도공원_환경체험마당,서울특별시 영등포구 양화동 95
선잠단지,서울특별시 성북구 성북동 64-1
설화수플래그십스토어,서울특별시 강남구 도산대로45길 18(신사동)
성곡미술관,서울특별시 종로구 경희궁길 42(신문로2가)
성공회대학교,서울특별시 구로구 항동 1-1
성균관대학교,서울특별시 종로구 성균관로 25-2
성균관대학교인문사회과학캠퍼스_600주년기념관,서울특별시 종로구 명륜3가 53-21
성균관대학교인문사회과학캠퍼스_법학관,서울특별시 종로구 명륜3가 53-21
성균관대학교인문사회과학캠퍼스_수선관별관,서울특별시 종로구 명륜3가 53-21
성균관대학교인문사회과학캠퍼스_중앙학술정보관,서울특별시 종로구 명륜3가 53-21
"성균관대학교인문사회과학캠퍼스_퇴계인문관,다산경제관",서울특별시 종로구 명륜3가 53-21
성균관대학교인문사회과학캠퍼스_학생회관,서울특별시 종로구 명륜3가 53-21
성균관대학교인문사회과학캠퍼스_호암관,서울특별시 종로구 명륜3가 53-21
성균관탕평비각,서울특별시 종로구 명륜3가 53번지
성내전통시장,서울특별시 강동구 천호대로162길 65
성동4차산업혁명체험센터,서울특별시 성동구 살곶이길 327(행당동)
성동구립금호도서관,서울특별시 성동구 금호동1가 688
성동구립도서관,서울특별시 성동구 행당동 142-4
성동구민종합체육센터,서울특별시 성동구 왕십리로 89 성동구민종합체육센타
성동구청,서울특별시 성동구 행당동 7
성동생명안전배움터,서울특별시 성동구 마조로11길 6 성동생명안전배움터
성동장애인종합복지관,서울특별시 성동구 청계천로 506 성동종합사회복지관
성북구민체육관,서울특별시 성북구 화랑로13길 144 단독주소
성북구민회관,서울특별시 성북구 돈암동 616-364
성북구육아종합지원센터월곡,서울특별시 성북구 오패산로10길 19 성북구육아종합지원센터 월곡
성북구청,서울특별시 성북구 보문로 168 성북구청
성북도원_북악산생태체험관,서울특별시 성북구 성북동 226-58
성북동기도의집,서울특별시 성북구 성북로 80
성북선잠박물관,서울특별시 성북구 성북동 66-21
성북예술창작터,서울특별시 성북구 성북동1가 74-1
성북정보도서관,서울특별시 성북구 상월곡동 24-348
성북청소년미래지원센터,서울특별시 성북구 오패산로3길 87
성산대교,서울특별시 마포구 망원동
성수대교,서울특별시 성동구 옥수동
성수문화복지회관,서울특별시 성동구 성수1가1동 656-323
성수사거리,서울특별시 광진구 자양동
성수아트홀,서울특별시 성동구 성수동1가 656-323
성수연방,서울특별시 성동구 성수이로14길 14
성신여자대학교,서울특별시 성북구 돈암동 산7-1
성신여자대학교_학생별관,서울특별시 성북구 동선동3가 249-1
성애의료재단성애병원,서울특별시 영등포구 여의대방로53길 22 성애병원
성카타리나센터,서울특별시 중랑구 신내동
세계장신구박물관,서울특별시 종로구 북촌로5나길 2(화동)
세빛섬,서울특별시 서초구 올림픽대로 2085-14 세빛섬
세운상가,서울특별시 종로구 청계천로 159(장사동)
세종대로사거리,서울특별시 종로구 세종로
세종대왕기념관,서울특별시 동대문구 회기로 56
세종대왕동상,서울특별시 종로구 세종대로 175
세종대우정당,서울특별시 광진구 능동로 209
세종대율곡관,서울특별시 광진구 능동로 209
세종대진관홀,서울특별시 광진구 능동로 209
세종대집현관,서울특별시 광진구 능동로 209
세종대학교,서울특별시 광진구 군자동 98
세종대학교_광개토관,서울특별시 광진구 능동로 209
세종대학교_다산관,서울특별시 광진구 능동로 209
세종대학교_대양AI센터,서울특별시 광진구 능동로 209
세종대학교_세종사이버대학교,서울특별시 광진구 군자동 111-1
세종대학교_영실관,서울특별시 광진구 능동로 209
세종대학교_컨벤션센터,서울특별시 광진구 군자동 111-1
세종대학교광개토관,서울특별시 광진구 능동로 209
세종대학교군자관,서울특별시 광진구 능동로 209
세종대학교무방관,서울특별시 광진구 군자로 121
세종대학교박물관,서울특별시 광진구 능동로 209(군자동)
세종대학교용덕관,서울특별시 광진구 능동로 209
세종대학교충무관,서울특별시 광진구 능동로 209
세종대학생회관,서울특별시 광진구 능동로 209
세종대학술정보원,서울특별시 광진구 능동로 209
세종대홍진구조실험센터,서울특별시 광진구 능동로 209
세종로공원_빛과소리의고향,서울특별시 종로구 세종대로 189
세종로공원_주요한시비,서울특별시 종로구 세종대로 189
세종문화회관,서울특별시 종로구 세종로 81-3
세종미술관,서울특별시 종로구 세종대로 175
세종스포츠정형외과의원,서울특별시 광진구 능동로 209
세화미술관,서울특별시 종로구 신문로1가 226
셋이서문학관,서울특별시 은평구 진관길 23 셋이서문학관
소극장산울림,서울특별시 마포구 와우산로 157(서교동)
소극장혜화당,서울특별시 종로구 대학로12길 63(동숭동)
소마미술관,서울특별시 송파구 방이동 88
소악루,서울특별시 강서구 가양동
소월길어린이공원,서울특별시 용산구 이태원동 511 
소월아트홀,서울특별시 성동구 행당동 142-16
소의문터,서울특별시 중구 서소문동 58-41
소전서림,서울특별시 강남구 청담동 131-8
손기정기념관,서울특별시 중구 만리동2가 6-1 손기정 체육공원내
손기정체육공원,서울특별시 중구 만리동2가 6-1
송림식당,서울특별시 광진구 자양번영로 79
송원아트센터,서울특별시 종로구 화동 106-5
송재서재필선생상,서울특별시 서대문구 현저동 101
송파경찰서사거리,서울특별시 송파구 가락동
송파구립거마도서정보센터,서울특별시 송파구 거여동 195-1
송파구청,서울특별시 송파구 신천동 29-5
송파글마루도서관,서울특별시 송파구 장지동 846
송파나루공원,서울특별시 송파구 잠실동 47
송파더센트레아파트,서울특별시 송파구 위례광장로 163
송파도서관,서울특별시 송파구 오금동 51
송파동삼성래미안아파트,서울특별시 송파구 오금로32길 14
송파레미니스2단지아파트,서울특별시 송파구 동남로 341
송파문화원,서울특별시 송파구 잠실동 84
송파어린이도서관,서울특별시 송파구 잠실동 19-6
송파여성문화회관,서울특별시 송파구 송파동 113-2
송파오금호반베르디움아파트,서울특별시 송파구 동남로 342
송파와이즈더샵아파트,서울특별시 송파구 위례광장로 270
송파위례24단지꿈에그린아파트,서울특별시 송파구 위례광장로 121
송파위례도서관,서울특별시 송파구 위례광장로 210
송파책박물관,서울특별시 송파구 송파대로37길 77
송파청소년수련관,서울특별시 송파구 문정동 150-8
송파파인타운10단지아파트,서울특별시 송파구 송파대로8길 20
송파파인타운11단지아파트,서울특별시 송파구 송파대로8길 58
송파파인타운12단지아파트,서울특별시 송파구 송파대로8길 42
송파파인타운13단지아파트,서울특별시 송파구 송파대로8길 10
송파파인타운1단지아파트,서울특별시 송파구 충민로 188
송파파인타운2단지아파트,서울특별시 송파구 충민로 151
송파파인타운3단지아파트,서울특별시 송파구 충민로 152
송파파인타운5단지아파트,서울특별시 송파구 충민로4길 5
송파파인타운6단지아파트,서울특별시 송파구 충민로6길 14
송파파인타운7단지아파트,서울특별시 송파구 충민로4길 19
송파파인타운8단지아파트,서울특별시 송파구 충민로4길 6
송파파인타운9단지아파트,서울특별시 송파구 송파대로8길 17
송파한양1차아파트,서울특별시 송파구 가락로 187
송화벽화시장,서울특별시 강서구 강서로 263-29
쇳대박물관,"서울특별시 종로구 이화동 9-620 1,2층"
수국사,서울특별시 은평구 구산동 314
수도박물관,서울특별시 성동구 성수동1가 642-1
수락산당고개지구공원,서울특별시 노원구 상계동 115-1
수상관광콜택시승강장,서울특별시 송파구 잠실동
수색E편한세상대림한숲타운아파트,서울특별시 은평구 수색동 415-1
수색진흥엣세벨아파트,서울특별시 은평구 수색동 416-1
수연산방,서울특별시 성북구 성북동 248
수유삼성래미안아파트,서울특별시 강북구 한천로159길 8
수유일공원,서울특별시 강북구 수유동 605-405
수유전통시장,서울특별시 강북구 수유동 55-7
숙명여자대학교제1캠퍼스,서울특별시 용산구 청파동2가 53-12
숙명여자대학교제1캠퍼스_새힘관,서울특별시 용산구 청파동2가 53-41
숙명여자대학교제1캠퍼스_수련교수회관,서울특별시 용산구 청파동2가 53-12
숙명여자대학교제1캠퍼스_순헌관,서울특별시 용산구 청파동2가 53-12
숙명여자대학교제1캠퍼스_창업보육센터,서울특별시 용산구 청파동2가 53-12
숙명여자대학교제1캠퍼스_행정관,서울특별시 용산구 청파동2가 53-41
숙명여자대학교제2창학캠퍼스,서울특별시 용산구 청파동3가 115-23
숙명여자대학교제2창학캠퍼스_르네상스플라자,서울특별시 용산구 청파동3가 115
숙명여자대학교제2창학캠퍼스_미술대학,서울특별시 용산구 청파동3가 115
숙명여자대학교제2창학캠퍼스_백주년기념관,서울특별시 용산구 청파동3가 115
숙명여자대학교제2창학캠퍼스_약학대학,서울특별시 용산구 청파동3가 115
숙명여자대학교제2창학캠퍼스_음악대학,서울특별시 용산구 청파동3가 115
순천향대학교서울병원,서울특별시 용산구 한남동 657-58
순흥안씨양도공파묘군,서울특별시 금천구 시흥동
숭례문,서울특별시 중구 세종대로 40
숭례문수입상가,서울특별시 중구 남창동 51-1
숭실대학교,서울특별시 동작구 상도동 511
숭실대학교_문화관,서울특별시 동작구 상도동 487-7
숭실대학교_베어드홀,서울특별시 동작구 상도동 487-7
숭실대학교_벤처중소기업센터,서울특별시 동작구 상도동 487-7
숭실대학교_신양관,서울특별시 동작구 상도동 487-7
숭실대학교_안익태기념관,서울특별시 동작구 상도동 487-7
숭실대학교_웨스트민스터홀,서울특별시 동작구 상도동 487-7
숭실대학교_전산관,서울특별시 동작구 상도동 487-7
숭실대학교_조만식기념관,서울특별시 동작구 상도동 487-7
숭실대학교_중앙도서관,서울특별시 동작구 상도동 487-7
숭실대학교_창신관,서울특별시 동작구 상도동 487-7
숭실대학교_형남공학관,서울특별시 동작구 상도동 511
숭실대학교숭덕관,서울특별시 동작구 상도로 369 숭실대학교
숭실대학교한경직기념관,서울특별시 동작구 상도동 511
숭인재,서울특별시 종로구 숭인동 58-6
쉐라톤서울디큐브시티호텔,서울특별시 구로구 경인로 662
스위스그랜드호텔,서울특별시 서대문구 연희로 353
스위스그랜드호텔서울컨벤션센터,서울특별시 서대문구 홍은동 201-1
스트리트뮤지엄,서울특별시 중구 필동1가 24-11
스파도향,서울특별시 강남구 논현동 192-4
스파레이,서울특별시 서초구 잠원동 8-22
스페이스씨,서울특별시 강남구 신사동 627-8
스페이스캔,서울특별시 성북구 성북동 48
승동교회,서울특별시 종로구 인사동 137
시그니엘서울,서울특별시 송파구 올림픽로 300 롯데월드타워
시루뫼어린이공원,서울특별시 은평구 증산동 185-1
시립동작청소년성문화센터,서울특별시 동작구 신대방동 722
시립마포청소년센터,서울특별시 마포구 성산동 370
시립망우청소년센터,서울특별시 중랑구 망우동 241-2
시립문래청소년센터,서울특별시 영등포구 문래동3가 73
시립서울천문대,서울특별시 광진구 구천면로 2
시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16 시립용산노인종합복지관
시립중앙청소년센터,서울특별시 중랑구 면목동 1382-10
시흥대교,서울특별시 금천구 시흥동
식민지역사박물관,서울특별시 용산구 청파동2가 42-8
신검사(서울),서울특별시 강북구 삼양로179길 209-44(우이동)
신공덕삼성래미안1차아파트,서울특별시 마포구 백범로37길 12
신공덕삼성래미안2차아파트,서울특별시 마포구 만리재로 74
신공덕삼성래미안3차아파트,서울특별시 마포구 만리재로 60
신길종합사회복지관,서울특별시 영등포구 신길1동 465-1
신내공원,서울특별시 중랑구 신내동 652
신내노인종합복지관,서울특별시 중랑구 신내동 771-1
신내동성당,서울특별시 중랑구 신내동 530-1
신내종합사회복지관,서울특별시 중랑구 봉화산로 165 신내아파트
신답역사거리,서울특별시 동대문구 답십리동
신도림2차우성아파트,서울특별시 구로구 신도림로 105
신도림e편한세상4차아파트,서울특별시 구로구 경인로65길 16-15
신도림동아1차아파트,서울특별시 구로구 신도림로 87
신도림동아2차아파트,서울특별시 구로구 경인로 643
신도림동아3차아파트,서울특별시 구로구 신도림로 78
신도림롯데아파트,서울특별시 구로구 새말로 31
신도림아이파크,서울특별시 구로구 경인로67길 33
신도림태영데시앙아파트,서울특별시 구로구 새말로 93
신동교육문화회관,서울특별시 서초구 잠원동 54-6
신동아아파트,서울특별시 용산구 이촌로 347
신림동순대타운,서울특별시 관악구 신림동
신림중앙시장,서울특별시 관악구 신림동 539
신림체육센터,서울특별시 관악구 미성동 산197-31
신문박물관,서울특별시 종로구 세종대로 152(세종로)
신사근린공원,서울특별시 은평구 신사동 산80-16
신사동교회,서울특별시 강남구 논현로152길 20
신사동이랜드타운아파트,서울특별시 은평구 신사동 367
신사동한신휴플러스아파트,서울특별시 은평구 신사동 365
신사두산위브2차아파트,서울특별시 은평구 신사동 371
신사미성아파트,서울특별시 은평구 신사동 1401
신사현대1차아파트,서울특별시 은평구 신사동 359
신선경과류인호묘역,서울특별시 송파구 동남로 263(오금동)
신설동역오거리,서울특별시 동대문구 신설동
신세계백화점[강남],서울특별시 강남구 반포동 19-3
신세계백화점[본점],서울특별시 중구 충무로1가 52-5
신세계백화점[타임스퀘어],서울특별시 영등포구 영등포동4가 434-5
신양중학교,서울특별시 광진구 자양강변길 73 서울신양중학교
신양초등학교,서울특별시 광진구 능동로 42
신원시장,서울특별시 관악구 신림동 1587-39
신월문화체육센터,서울특별시 양천구 신월동 987
신월야구장,서울특별시 양천구 신월동 산68-3
신월종합사회복지관,서울특별시 양천구 신월로24길 19 신월종합사회복지관
신응암시장,서울특별시 은평구 응암동 427-1
신천어린이교통공원,서울특별시 송파구 신천동 7-15
신촌세브란스병원,서울특별시 서대문구 신촌동 134
